SID,SEASON,NUMBER,BASIN,NAME,ISO_TIME,LAT,LON,USA_WIND,USA_PRES
1842298N11080,1842,1,NI,UNNAMED,1842-10-25 03:00:00,10.9,80.3,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-25 06:00:00,10.9,79.8,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-25 09:00:00,10.8,79.4,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-25 12:00:00,10.8,78.9,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-25 15:00:00,10.8,78.4,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-25 18:00:00,10.8,77.9,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-25 21:00:00,10.8,77.4,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-26 00:00:00,10.8,76.9,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-26 03:00:00,10.8,76.4,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-26 06:00:00,10.8,75.8,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-26 09:00:00,10.8,75.3,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-26 12:00:00,10.9,74.7,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-26 15:00:00,10.9,74.1,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-26 18:00:00,11.0,73.5,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-26 21:00:00,11.0,73.0,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-27 00:00:00,11.1,72.4,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-27 03:00:00,11.2,71.9,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-27 06:00:00,11.3,71.4,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-27 09:00:00,11.3,70.9,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-27 12:00:00,11.3,70.5,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-27 15:00:00,11.4,70.0,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-27 18:00:00,11.5,69.5,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-27 21:00:00,11.6,68.9,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-28 00:00:00,11.6,68.4,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-28 03:00:00,11.7,68.0,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-28 06:00:00,11.7,67.7,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-28 09:00:00,11.8,67.5,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-28 12:00:00,11.8,67.3,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-28 15:00:00,11.8,67.1,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-28 18:00:00,11.8,66.9,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-28 21:00:00,11.9,66.6,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-29 00:00:00,12.0,66.4,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-29 03:00:00,12.0,66.2,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-29 06:00:00,12.0,66.0,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-29 09:00:00,12.1,65.8,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-29 12:00:00,12.1,65.7,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-29 15:00:00,12.1,65.5,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-29 18:00:00,12.1,65.3,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-29 21:00:00,12.1,65.1,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-30 00:00:00,12.2,64.9,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-30 03:00:00,12.2,64.7,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-30 06:00:00,12.2,64.5,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-30 09:00:00,12.2,64.3,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-30 12:00:00,12.3,64.1,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-30 15:00:00,12.3,63.9,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-30 18:00:00,12.4,63.7,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-30 21:00:00,12.4,63.5,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-31 00:00:00,12.5,63.2,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-31 03:00:00,12.6,63.0,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-31 06:00:00,12.7,62.8,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-31 09:00:00,12.8,62.5,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-31 12:00:00,12.8,62.3,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-31 15:00:00,12.9,62.1,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-31 18:00:00,12.9,61.9,,
1842298N11080,1842,1,NI,UNNAMED,1842-10-31 21:00:00,12.9,61.7,,
1842298N11080,1842,1,NI,UNNAMED,1842-11-01 00:00:00,13.0,61.5,,
1842298N11080,1842,1,NI,UNNAMED,1842-11-01 03:00:00,13.0,61.3,,
1842298N11080,1842,1,NI,UNNAMED,1842-11-01 06:00:00,13.1,61.1,,
1842298N11080,1842,1,NI,UNNAMED,1842-11-01 09:00:00,13.1,60.8,,
1842298N11080,1842,1,NI,UNNAMED,1842-11-01 12:00:00,13.2,60.6,,
1842298N11080,1842,1,NI,UNNAMED,1842-11-01 15:00:00,13.3,60.4,,
1842298N11080,1842,1,NI,UNNAMED,1842-11-01 18:00:00,13.4,60.2,,
1842298N11080,1842,1,NI,UNNAMED,1842-11-01 21:00:00,13.5,60.0,,
1842298N11080,1842,1,NI,UNNAMED,1842-11-02 00:00:00,13.5,59.9,,
1842298N11080,1842,1,NI,UNNAMED,1842-11-02 03:00:00,13.6,59.7,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-02 03:00:00,10.0,74.3,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-02 06:00:00,10.0,74.2,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-02 09:00:00,10.1,74.0,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-02 12:00:00,10.1,73.9,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-02 15:00:00,10.2,73.7,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-02 18:00:00,10.3,73.5,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-02 21:00:00,10.4,73.4,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-03 00:00:00,10.6,73.2,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-03 03:00:00,10.7,73.0,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-03 06:00:00,10.8,72.8,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-03 09:00:00,11.0,72.6,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-03 12:00:00,11.1,72.4,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-03 15:00:00,11.3,72.2,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-03 18:00:00,11.4,72.1,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-03 21:00:00,11.6,72.0,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-04 00:00:00,11.7,71.9,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-04 03:00:00,11.9,71.8,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-04 06:00:00,12.1,71.7,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-04 09:00:00,12.2,71.7,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-04 12:00:00,12.4,71.6,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-04 15:00:00,12.6,71.6,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-04 18:00:00,12.8,71.6,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-04 21:00:00,13.0,71.5,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-05 00:00:00,13.1,71.5,,
1845336N10074,1845,1,NI,UNNAMED,1845-12-05 03:00:00,13.3,71.5,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-30 03:00:00,13.7,72.2,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-30 06:00:00,14.0,72.1,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-30 09:00:00,14.4,72.0,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-30 12:00:00,14.7,71.9,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-30 15:00:00,15.1,71.7,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-30 18:00:00,15.4,71.5,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-30 21:00:00,15.8,71.3,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-31 00:00:00,16.1,71.1,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-31 03:00:00,16.4,71.0,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-31 06:00:00,16.7,70.9,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-31 09:00:00,16.9,70.9,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-31 12:00:00,17.1,70.9,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-31 15:00:00,17.3,70.9,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-31 18:00:00,17.5,70.8,,
1854303N14072,1854,16,NI,UNNAMED,1854-10-31 21:00:00,17.6,70.8,,
1854303N14072,1854,16,NI,UNNAMED,1854-11-01 00:00:00,17.7,70.7,,
1854303N14072,1854,16,NI,UNNAMED,1854-11-01 03:00:00,17.9,70.8,,
1854303N14072,1854,16,NI,UNNAMED,1854-11-01 06:00:00,18.1,71.0,,
1854303N14072,1854,16,NI,UNNAMED,1854-11-01 09:00:00,18.4,71.2,,
1854303N14072,1854,16,NI,UNNAMED,1854-11-01 12:00:00,18.7,71.6,,
1854303N14072,1854,16,NI,UNNAMED,1854-11-01 15:00:00,18.9,71.9,,
1854303N14072,1854,16,NI,UNNAMED,1854-11-01 18:00:00,19.1,72.2,,
1854303N14072,1854,16,NI,UNNAMED,1854-11-01 21:00:00,19.3,72.6,,
1854303N14072,1854,16,NI,UNNAMED,1854-11-02 00:00:00,19.4,72.9,,
1854303N14072,1854,16,NI,UNNAMED,1854-11-02 03:00:00,19.5,73.2,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-15 00:00:00,9.9,82.9,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-15 03:00:00,10.0,82.8,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-15 06:00:00,10.1,82.7,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-15 09:00:00,10.2,82.6,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-15 12:00:00,10.3,82.5,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-15 15:00:00,10.5,82.4,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-15 18:00:00,10.5,82.4,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-15 21:00:00,10.6,82.3,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-16 00:00:00,10.7,82.2,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-16 03:00:00,10.9,82.1,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-16 06:00:00,11.0,82.0,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-16 09:00:00,11.2,81.8,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-16 12:00:00,11.4,81.7,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-16 15:00:00,11.6,81.5,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-16 18:00:00,11.7,81.5,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-16 21:00:00,11.9,81.4,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-17 00:00:00,12.1,81.3,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-17 03:00:00,12.3,81.3,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-17 06:00:00,12.6,81.1,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-17 09:00:00,12.8,81.0,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-17 12:00:00,13.1,80.9,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-17 15:00:00,13.3,80.7,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-17 18:00:00,13.6,80.6,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-17 21:00:00,13.9,80.6,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-18 00:00:00,14.1,80.5,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-18 03:00:00,14.5,80.5,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-18 06:00:00,14.8,80.5,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-18 09:00:00,15.2,80.5,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-18 12:00:00,15.5,80.6,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-18 15:00:00,15.9,80.6,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-18 18:00:00,16.2,80.7,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-18 21:00:00,16.5,80.9,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-19 00:00:00,16.8,81.2,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-19 03:00:00,17.2,81.5,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-19 06:00:00,17.6,81.9,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-19 09:00:00,17.9,82.4,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-19 12:00:00,18.3,82.9,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-19 15:00:00,18.7,83.4,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-19 18:00:00,19.0,83.9,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-19 21:00:00,19.4,84.3,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-20 00:00:00,19.8,84.7,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-20 03:00:00,20.2,85.1,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-20 06:00:00,20.6,85.5,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-20 09:00:00,21.0,85.9,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-20 12:00:00,21.4,86.2,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-20 15:00:00,21.8,86.6,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-20 18:00:00,22.3,86.9,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-20 21:00:00,22.8,87.1,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-21 00:00:00,23.3,87.2,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-21 03:00:00,23.6,87.3,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-21 06:00:00,23.8,87.4,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-21 09:00:00,24.0,87.4,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-21 12:00:00,24.2,87.4,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-21 15:00:00,24.4,87.4,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-21 18:00:00,24.6,87.4,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-21 21:00:00,24.8,87.4,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-22 00:00:00,25.0,87.4,,
1877135N10083,1877,14,NI,UNNAMED,1877-05-22 03:00:00,25.2,87.4,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-11 00:00:00,20.8,89.7,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-11 03:00:00,20.8,89.6,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-11 06:00:00,20.8,89.5,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-11 09:00:00,20.8,89.3,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-11 12:00:00,20.8,89.2,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-11 15:00:00,20.8,89.0,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-11 18:00:00,20.8,88.9,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-11 21:00:00,20.8,88.8,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-12 00:00:00,20.9,88.6,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-12 03:00:00,20.9,88.3,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-12 06:00:00,21.0,87.7,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-12 09:00:00,21.1,87.2,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-12 12:00:00,21.2,86.7,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-12 15:00:00,21.3,86.1,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-12 18:00:00,21.4,85.6,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-12 21:00:00,21.5,85.1,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-13 00:00:00,21.6,84.6,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-13 03:00:00,21.8,84.2,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-13 06:00:00,21.9,83.7,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-13 09:00:00,22.1,83.3,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-13 12:00:00,22.2,82.8,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-13 15:00:00,22.4,82.4,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-13 18:00:00,22.5,81.9,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-13 21:00:00,22.6,81.5,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-14 00:00:00,22.7,81.1,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-14 03:00:00,22.9,80.5,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-14 06:00:00,23.0,79.8,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-14 09:00:00,23.1,79.0,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-14 12:00:00,23.2,78.3,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-14 15:00:00,23.4,77.5,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-14 18:00:00,23.4,76.8,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-14 21:00:00,23.5,76.1,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-15 00:00:00,23.6,75.4,,
1877192N21090,1877,15,NI,UNNAMED,1877-07-15 03:00:00,23.6,74.9,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-06 00:00:00,20.6,89.5,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-06 03:00:00,20.8,89.5,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-06 06:00:00,21.1,89.5,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-06 09:00:00,21.3,89.5,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-06 12:00:00,21.6,89.5,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-06 15:00:00,21.8,89.5,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-06 18:00:00,22.2,89.6,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-06 21:00:00,22.5,89.6,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-07 00:00:00,22.8,89.6,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-07 03:00:00,23.0,89.6,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-07 06:00:00,23.2,89.6,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-07 09:00:00,23.4,89.6,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-07 12:00:00,23.5,89.6,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-07 15:00:00,23.7,89.6,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-07 18:00:00,23.9,89.6,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-07 21:00:00,24.1,89.6,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-08 00:00:00,24.3,89.6,,
1877218N21090,1877,18,NI,UNNAMED,1877-08-08 03:00:00,24.4,89.6,,
1877220N22092,1877,19,NI,UNNAMED,1877-08-08 00:00:00,22.3,91.7,,
1877220N22092,1877,19,NI,UNNAMED,1877-08-08 03:00:00,22.4,91.7,,
1877220N22092,1877,19,NI,UNNAMED,1877-08-08 06:00:00,22.6,91.6,,
1877220N22092,1877,19,NI,UNNAMED,1877-08-08 09:00:00,22.8,91.5,,
1877220N22092,1877,19,NI,UNNAMED,1877-08-08 12:00:00,23.0,91.4,,
1877220N22092,1877,19,NI,UNNAMED,1877-08-08 15:00:00,23.2,91.3,,
1877220N22092,1877,19,NI,UNNAMED,1877-08-08 18:00:00,23.4,91.3,,
1877220N22092,1877,19,NI,UNNAMED,1877-08-08 21:00:00,23.6,91.2,,
1877220N22092,1877,19,NI,UNNAMED,1877-08-09 00:00:00,23.8,91.1,,
1877220N22092,1877,19,NI,UNNAMED,1877-08-09 03:00:00,23.9,91.0,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-14 00:00:00,20.8,89.0,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-14 03:00:00,20.9,88.9,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-14 06:00:00,21.1,88.8,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-14 09:00:00,21.2,88.8,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-14 12:00:00,21.4,88.7,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-14 15:00:00,21.6,88.7,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-14 18:00:00,21.7,88.6,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-14 21:00:00,21.8,88.6,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-15 00:00:00,22.0,88.6,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-15 03:00:00,22.3,88.6,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-15 06:00:00,22.7,88.5,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-15 09:00:00,23.0,88.3,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-15 12:00:00,23.4,88.2,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-15 15:00:00,23.8,88.2,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-15 18:00:00,24.2,88.1,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-15 21:00:00,24.6,88.1,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-16 00:00:00,24.9,88.1,,
1877226N21089,1877,20,NI,UNNAMED,1877-08-16 03:00:00,25.2,88.1,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-18 00:00:00,20.4,90.5,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-18 03:00:00,20.5,90.5,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-18 06:00:00,20.6,90.4,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-18 09:00:00,20.7,90.4,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-18 12:00:00,20.8,90.3,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-18 15:00:00,20.9,90.3,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-18 18:00:00,21.1,90.2,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-18 21:00:00,21.2,90.1,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-19 00:00:00,21.3,90.0,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-19 03:00:00,21.5,90.0,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-19 06:00:00,21.8,89.9,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-19 09:00:00,22.0,89.8,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-19 12:00:00,22.3,89.7,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-19 15:00:00,22.5,89.5,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-19 18:00:00,22.8,89.5,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-19 21:00:00,23.0,89.4,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-20 00:00:00,23.2,89.3,,
1877230N20091,1877,21,NI,UNNAMED,1877-08-20 03:00:00,23.3,89.2,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-29 00:00:00,20.4,88.4,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-29 03:00:00,20.4,88.3,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-29 06:00:00,20.5,88.2,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-29 09:00:00,20.6,88.2,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-29 12:00:00,20.7,88.1,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-29 15:00:00,20.8,87.9,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-29 18:00:00,20.8,87.8,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-29 21:00:00,20.9,87.7,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-30 00:00:00,21.0,87.6,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-30 03:00:00,21.2,87.4,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-30 06:00:00,21.4,87.3,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-30 09:00:00,21.6,87.2,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-30 12:00:00,21.8,87.1,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-30 15:00:00,22.0,86.9,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-30 18:00:00,22.2,86.8,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-30 21:00:00,22.5,86.6,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-31 00:00:00,22.7,86.5,,
1877241N20088,1877,23,NI,UNNAMED,1877-08-31 03:00:00,22.8,86.4,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-06 00:00:00,19.9,87.5,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-06 03:00:00,19.9,87.4,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-06 06:00:00,20.0,87.3,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-06 09:00:00,20.0,87.3,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-06 12:00:00,20.1,87.2,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-06 15:00:00,20.1,87.1,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-06 18:00:00,20.2,87.1,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-06 21:00:00,20.2,87.0,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-07 00:00:00,20.3,86.9,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-07 03:00:00,20.5,86.8,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-07 06:00:00,20.8,86.7,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-07 09:00:00,21.0,86.6,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-07 12:00:00,21.3,86.5,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-07 15:00:00,21.7,86.3,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-07 18:00:00,22.0,86.2,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-07 21:00:00,22.4,86.1,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-08 00:00:00,22.7,86.0,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-08 03:00:00,23.0,86.0,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-08 06:00:00,23.2,85.9,,
1877249N20088,1877,25,NI,UNNAMED,1877-09-08 09:00:00,23.5,85.9,,
